taxa	log_of_highest_class_avg	class	LDA_effect_size	p_value	adj_p_value
Cutibacterium_acnes	5.674078164050044	ctrl_hse_caregiver_VF	4.529882200396773	0.9236058239515382	0.9617590157065493
Cutibacterium_granulosum	3.756805697653622	AD_hse_caregiver_VF	3.134390432559685	0.10648554493474661	0.9062092316487875
Propionibacterium_sp__oral_taxon_193	4.827002758160547	AD_hse_caregiver_VF	4.07068504342381	0.5122961777297372	0.9062092316487875
Rothia_mucilaginosa	4.048913916547957	ctrl_hse_caregiver_VF	3.3888320709162523	0.37078807009311304	0.9062092316487875
Rothia_dentocariosa	3.739587103993894	AD_hse_caregiver_VF	3.0557152164815795	0.481923117223787	0.9062092316487875
Micrococcus_luteus	5.100187002805852	ctrl_hse_caregiver_VF	4.36018171920974	0.30637638833454767	0.9062092316487875
Kocuria_palustris	3.8056044558723903	ctrl_hse_caregiver_VF	3.2971618674519743	0.4242292393271803	0.9062092316487875
Microbacterium_aurum	3.7571412949219702	ctrl_hse_caregiver_VF	3.157402447164834	0.1549079017119068	0.9062092316487875
Dermacoccus_nishinomiyaensis	4.329692025993727	AD_hse_caregiver_VF	3.7930039994499083	0.3969662312625267	0.9062092316487875
Actinomyces_oris	4.257619131588918	ctrl_hse_caregiver_VF	3.7025729058109444	0.37939257203790633	0.9062092316487875
Corynebacterium_ureicelerivorans	3.9665957101855334	ctrl_hse_caregiver_VF	3.2857230478021626	0.8479103699858409	0.9395763559302561
Streptococcus_mitis	4.459232124086935	ctrl_hse_caregiver_VF	3.8808051660939245	0.5979091563972668	0.9062092316487875
Streptococcus_oralis	4.04026676251796	ctrl_hse_caregiver_VF	3.303232366201773	0.481923117223787	0.9062092316487875
Streptococcus_sanguinis	3.675197529419406	ctrl_hse_caregiver_VF	3.011316714139443	0.21846409578950743	0.9062092316487875
Streptococcus_pneumoniae	4.2513957965151965	ctrl_hse_caregiver_VF	3.659644224932734	0.737154188826228	0.9062092316487875
Streptococcus_gordonii	3.5660845386108786	ctrl_hse_caregiver_VF	3.0353921274560274	0.5979091563972668	0.9062092316487875
Streptococcus_parasanguinis	3.6733323156416313	ctrl_hse_caregiver_VF	3.1807116641916977	0.7613868658646665	0.9062092316487875
Streptococcus_salivarius	4.049266213737877	ctrl_hse_caregiver_VF	3.5213845780488144	0.9490272065870365	0.9617590157065493
Streptococcus_sp__oral_taxon_431	3.7159499322042615	ctrl_hse_caregiver_VF	3.181159823824573	0.5979091563972668	0.9062092316487875
Streptococcus_pseudopneumoniae	3.6723265276227175	ctrl_hse_caregiver_VF	3.1476029742126617	0.6894859629651782	0.9062092316487875
Streptococcus_sp__NPS_308	3.2877445418283506	ctrl_hse_caregiver_VF	2.9170834950703424	0.6202857461413579	0.9062092316487875
Staphylococcus_aureus	4.2368506399032535	AD_hse_caregiver_VF	3.830744114602417	0.015128813098334788	0.6202813370317263
Staphylococcus_epidermidis	4.045320421897511	ctrl_hse_caregiver_VF	3.1366062207440457	0.27012897334328884	0.9062092316487875
Staphylococcus_hominis	4.105728502999322	ctrl_hse_caregiver_VF	3.471180006008052	0.09024558597752229	0.9062092316487875
Staphylococcus_capitis	3.840043293515467	AD_hse_caregiver_VF	3.24385164205864	0.5436384473737789	0.9062092316487875
Veillonella_parvula	3.9675958405691514	ctrl_hse_caregiver_VF	3.310713217164272	0.5650505811518387	0.9062092316487875
Pseudomonas_aeruginosa	3.6909865614075494	ctrl_hse_caregiver_VF	3.1580905001395005	0.9617590157065493	0.9617590157065493
Pseudomonas_putida	3.7785971750811203	ctrl_hse_caregiver_VF	3.2778950290009576	0.4150221617929269	0.9062092316487875
Moraxella_osloensis	4.8396094874864275	AD_hse_caregiver_VF	3.946346780556541	0.7251334490092374	0.9062092316487875
Acinetobacter_junii	4.562521394665781	AD_hse_caregiver_VF	4.289681441660221	0.6660925152232251	0.9062092316487875
Haemophilus_parainfluenzae	4.039292243248841	AD_hse_caregiver_VF	3.622268792339069	0.7613868658646665	0.9062092316487875
Stenotrophomonas_maltophilia	3.8471166837926334	ctrl_hse_caregiver_VF	3.1547474862867833	0.8229521951538307	0.9372511111474182
Neisseria_subflava	4.156860331757592	AD_hse_caregiver_VF	3.7475510276946054	0.7735932465294527	0.9062092316487875
Neisseria_elongata	3.663773535249007	AD_hse_caregiver_VF	3.1791226446679506	0.44299751941372706	0.9062092316487875
Neisseria_sicca	3.599980881209936	AD_hse_caregiver_VF	2.942906207936919	0.5436384473737789	0.9062092316487875
Neisseria_mucosa	3.5714635505225023	AD_hse_caregiver_VF	2.9742775997722206	0.4919373409665967	0.9062092316487875
Neisseria_meningitidis	3.661805051318703	AD_hse_caregiver_VF	3.156404238556346	0.5436384473737789	0.9062092316487875
Sphingomonas_melonis	3.7563878641460984	AD_hse_caregiver_VF	3.136533512962706	0.5330858919629125	0.9062092316487875
Roseomonas_sp__FDAARGOS_362	3.957950706475585	AD_hse_caregiver_VF	3.3087031411567747	0.643019493528391	0.9062092316487875
Magnetospirillum_gryphiswaldense	3.9374756883194832	AD_hse_caregiver_VF	3.355304101331064	0.8730138406330936	0.9419359859462326
Prevotella_melaninogenica	4.030486063582194	AD_hse_caregiver_VF	3.523172847419501	0.6777504003675656	0.9062092316487875
