taxa	log_of_highest_class_avg	class	LDA_effect_size	p_value	adj_p_value
Cutibacterium_acnes	5.440038276490839	AD_hse_child_AC	4.323396931284959	0.9617590157065493	0.9617590157065493
Cutibacterium_granulosum	3.578589744665598	AD_hse_child_AC	3.125142101858545	0.20104894135587997	0.3052965405774474
Propionibacterium_sp__oral_taxon_193	4.610583470632356	AD_hse_child_AC	3.9641239992046122	0.810538296562696	0.8745281620808036
Rothia_mucilaginosa	4.401497544444421	AD_hse_child_AC	3.66544690864531	0.15959775788147915	0.26174032292562577
Rothia_dentocariosa	3.7704165423630362	AD_hse_child_AC	3.1757785028859757	0.9109227013449275	0.9336957688785505
Micrococcus_luteus	5.137419265878192	ctrl_hse_child_AC	4.455381952170059	0.11359732630541361	0.26174032292562577
Kocuria_palustris	4.21384151042108	ctrl_hse_child_AC	3.7443036793329565	0.15032345547867068	0.26174032292562577
Microbacterium_aurum	3.8926574534511067	ctrl_hse_child_AC	3.296336704407447	0.27012897334328884	0.3572673518411239
Dermacoccus_nishinomiyaensis	4.198470689942774	AD_hse_child_AC	3.7851946812013755	0.2498507695332568	0.3414627183621176
Actinomyces_oris	4.440660898191536	ctrl_hse_child_AC	3.727611188860437	0.04932177142829925	0.19393801827445975
Corynebacterium_ureicelerivorans	3.898511819614691	ctrl_hse_child_AC	3.2561582289461026	0.22450328698678473	0.3287369559449348
Streptococcus_mitis	4.84063079430158	ctrl_hse_child_AC	4.1653668508454365	0.0335348598953754	0.17186615696379892
Streptococcus_oralis	4.288220039255333	ctrl_hse_child_AC	3.4405611077488376	0.1458431944768522	0.26174032292562577
Streptococcus_sanguinis	4.066959755337745	ctrl_hse_child_AC	3.4503675820608786	0.018012927300701212	0.12308833655479161
Streptococcus_pneumoniae	4.618180257378001	ctrl_hse_child_AC	3.9230335962326803	0.11729085381492257	0.26174032292562577
Streptococcus_gordonii	3.6742343538192173	ctrl_hse_child_AC	3.128205020299037	0.1549079017119068	0.26174032292562577
Streptococcus_parasanguinis	3.6813627464297523	AD_hse_child_AC	3.2153365098939637	0.1549079017119068	0.26174032292562577
Streptococcus_salivarius	3.902235996684579	ctrl_hse_child_AC	3.252145211165783	0.05930991605139179	0.19393801827445975
Streptococcus_sp__oral_taxon_431	3.921182925974876	ctrl_hse_child_AC	3.3763363417292385	0.057188008764994386	0.19393801827445975
Streptococcus_pseudopneumoniae	4.050341920286972	ctrl_hse_child_AC	3.438093291093762	0.040784902792061865	0.18579789049717071
Streptococcus_sp__NPS_308	3.5591204119492135	ctrl_hse_child_AC	3.1904476992972848	0.12107800231669053	0.26174032292562577
Staphylococcus_aureus	5.092620768075307	AD_hse_child_AC	4.760529671320727	1.9622180542668856e-4	0.008045094022494231
Staphylococcus_epidermidis	4.808576241257591	AD_hse_child_AC	4.317796380865857	0.15032345547867068	0.26174032292562577
Staphylococcus_hominis	4.843319289402329	ctrl_hse_child_AC	4.406426630863229	9.386528071525157e-4	0.012828255031084382
Staphylococcus_capitis	4.157108418792758	AD_hse_child_AC	3.7705378087413157	0.29150799277442535	0.37349461574223247
Veillonella_parvula	3.908686337781745	ctrl_hse_child_AC	3.2319499990235294	0.2369375224205662	0.3349806351463177
Pseudomonas_aeruginosa	3.9155291582943126	AD_hse_child_AC	3.4739847133054713	0.8479103699858409	0.8913929530620379
Pseudomonas_putida	3.649024375045691	AD_hse_child_AC	3.1322404527553958	0.20104894135587997	0.3052965405774474
Moraxella_osloensis	4.802556116895307	ctrl_hse_child_AC	3.9927824457485506	0.5868601104736197	0.6683684591505114
Acinetobacter_junii	3.6874756783639513	ctrl_hse_child_AC	3.174284843269175	0.3375957218440816	0.41943710895779834
Haemophilus_parainfluenzae	4.108901130723391	ctrl_hse_child_AC	3.5870597858519893	0.008363095776600778	0.08572173171015797
Stenotrophomonas_maltophilia	3.81599036821647	ctrl_hse_child_AC	3.0915605630929903	0.6202857461413579	0.6873436646431264
Neisseria_subflava	3.9824786679635884	ctrl_hse_child_AC	3.4391594605005564	0.024229056768893087	0.14191304678923092
Neisseria_elongata	3.7510546692866154	ctrl_hse_child_AC	3.183905701169655	0.1289386731163235	0.26174032292562577
Neisseria_sicca	4.057707472293572	ctrl_hse_child_AC	3.376022461140671	0.13719020696730777	0.26174032292562577
Neisseria_mucosa	3.9869639547944233	ctrl_hse_child_AC	3.3208098770542835	0.12496015313622777	0.26174032292562577
Neisseria_meningitidis	3.9569478028971456	AD_hse_child_AC	3.477329290564334	0.061492542379706756	0.19393801827445975
Sphingomonas_melonis	3.9851064064814192	ctrl_hse_child_AC	3.532182783953783	0.4150221617929269	0.5004679009855882
Roseomonas_sp__FDAARGOS_362	4.0047215284976705	ctrl_hse_child_AC	3.301599507904851	0.011048676898672206	0.09059915056911208
Magnetospirillum_gryphiswaldense	4.053221191734807	ctrl_hse_child_AC	3.608047263669312	7.846652396059081e-4	0.012828255031084382
Prevotella_melaninogenica	3.7563334368691974	ctrl_hse_child_AC	3.158272431327693	0.5542939251063521	0.6493157408388697
