taxa	log_of_highest_class_avg	class	LDA_effect_size	p_value	adj_p_value
Cutibacterium_acnes	5.619668088651704	ctrl_hse_caregiver_AC	4.4650749194556525	0.8229521951538307	0.9597161087518093
Cutibacterium_granulosum	3.845865904337255	AD_hse_caregiver_AC	3.244591936082824	0.0222869390664318	0.8712489641635156
Propionibacterium_sp__oral_taxon_193	4.800549816411287	ctrl_hse_caregiver_AC	3.993444413367795	0.6316090697347927	0.9597161087518093
Rothia_mucilaginosa	4.294740585984942	AD_hse_caregiver_AC	3.933327515510673	0.4335546556063956	0.9597161087518093
Rothia_dentocariosa	3.736949593018868	AD_hse_caregiver_AC	3.333135652980398	0.061496750829122	0.8712489641635156
Micrococcus_luteus	5.010267445582871	AD_hse_caregiver_AC	4.247450439215387	0.8604485472741327	0.9597161087518093
Kocuria_palustris	3.692062779357508	AD_hse_caregiver_AC	3.082524998255781	0.5542939251063521	0.9597161087518093
Microbacterium_aurum	3.930776680811867	ctrl_hse_caregiver_AC	3.3422925076157686	0.7981718687926495	0.9597161087518093
Dermacoccus_nishinomiyaensis	4.343985004027807	AD_hse_caregiver_AC	3.835840113591442	0.8229521951538307	0.9597161087518093
Actinomyces_oris	4.370504720998849	ctrl_hse_caregiver_AC	3.9255715441564867	0.6777504003675656	0.9597161087518093
Corynebacterium_ureicelerivorans	4.394857050252772	AD_hse_caregiver_AC	3.7331277937090315	0.1692984658161841	0.9597161087518093
Streptococcus_mitis	4.18356691808184	ctrl_hse_caregiver_AC	3.529636660493965	0.5868601104736197	0.9597161087518093
Streptococcus_oralis	3.731741334233395	ctrl_hse_caregiver_AC	3.001592158042993	0.9236058239515382	0.9597161087518093
Streptococcus_sanguinis	3.8712827535729346	ctrl_hse_caregiver_AC	3.423226452446312	0.37939257203790633	0.9597161087518093
Streptococcus_pneumoniae	3.9947085508412368	ctrl_hse_caregiver_AC	3.3328470007008693	0.8479103699858409	0.9597161087518093
Streptococcus_gordonii	3.3750646983353256	ctrl_hse_caregiver_AC	2.88973301772365	0.9745005845324664	0.9745005845324664
Streptococcus_parasanguinis	3.3594547297231605	AD_hse_caregiver_AC	2.9787004836597384	0.8604485472741327	0.9597161087518093
Streptococcus_salivarius	3.6507636017908047	AD_hse_caregiver_AC	3.096630813787873	0.7981718687926495	0.9597161087518093
Streptococcus_sp__oral_taxon_431	3.5484540972389693	AD_hse_caregiver_AC	3.137254183379442	0.5436384473737789	0.9597161087518093
Streptococcus_pseudopneumoniae	3.3933450556951854	ctrl_hse_caregiver_AC	2.8709183399970035	0.6894859629651782	0.9597161087518093
Streptococcus_sp__NPS_308	3.070175420548115	AD_hse_caregiver_AC	2.872723592816976	0.9363083987822531	0.9597161087518093
Staphylococcus_aureus	4.410065229251079	AD_hse_caregiver_AC	4.037138630458315	0.06374992420708651	0.8712489641635156
Staphylococcus_epidermidis	4.254565804242568	AD_hse_caregiver_AC	3.3326876893956165	0.6545147509849042	0.9597161087518093
Staphylococcus_hominis	5.156004960228568	ctrl_hse_caregiver_AC	4.515385908350302	0.17431162936238875	0.9597161087518093
Staphylococcus_capitis	3.8348802070853427	AD_hse_caregiver_AC	3.106291088893976	0.9363083987822531	0.9597161087518093
Veillonella_parvula	3.7049680347054528	ctrl_hse_caregiver_AC	3.18244472678628	0.6545147509849042	0.9597161087518093
Pseudomonas_aeruginosa	3.5749834075149787	ctrl_hse_caregiver_AC	2.901973369421576	0.2564885416659851	0.9597161087518093
Pseudomonas_putida	3.8095820109388048	ctrl_hse_caregiver_AC	3.313452576280757	0.1692984658161841	0.9597161087518093
Moraxella_osloensis	4.822271657645793	AD_hse_caregiver_AC	4.060942704989349	0.737154188826228	0.9597161087518093
Acinetobacter_junii	3.7603387603153506	AD_hse_caregiver_AC	3.375942997666279	0.37078807009311304	0.9597161087518093
Haemophilus_parainfluenzae	3.8270468427439446	AD_hse_caregiver_AC	3.29806510240441	0.7131800678189958	0.9597161087518093
Stenotrophomonas_maltophilia	3.6998705504790093	ctrl_hse_caregiver_AC	2.976857303423011	0.7735932465294527	0.9597161087518093
Neisseria_subflava	4.171497298481699	AD_hse_caregiver_AC	3.7903004932977282	0.8730220019430208	0.9597161087518093
Neisseria_elongata	3.466478406406624	AD_hse_caregiver_AC	2.9505367805476723	0.701296703474363	0.9597161087518093
Neisseria_sicca	3.7495566141016763	ctrl_hse_caregiver_AC	3.1933606270483197	0.7858558764970593	0.9597161087518093
Neisseria_mucosa	3.6772490220150096	ctrl_hse_caregiver_AC	3.151537168435577	0.6316090697347927	0.9597161087518093
Neisseria_meningitidis	3.686956911802188	AD_hse_caregiver_AC	3.1811648083242425	0.5542939251063521	0.9597161087518093
Sphingomonas_melonis	3.852243924962749	AD_hse_caregiver_AC	3.2735892670957645	0.2771325088224885	0.9597161087518093
Roseomonas_sp__FDAARGOS_362	4.197794624829722	AD_hse_caregiver_AC	3.6530289815317367	0.4335546556063956	0.9597161087518093
Magnetospirillum_gryphiswaldense	4.0105178257472796	ctrl_hse_caregiver_AC	3.3482293251105895	0.5759004180563575	0.9597161087518093
Prevotella_melaninogenica	4.122366773064938	AD_hse_caregiver_AC	3.744603518379755	0.9363083987822531	0.9597161087518093
