Micrococcus_luteus	0.69205
Kocuria_palustris	0.01882
Kocuria_sp._BT304	0.00131
Kocuria_turfanensis	0.00057
Kocuria_flava	0.00048
Kocuria_rhizophila	0.00041
Arthrobacter_crystallopoietes	0.00020
Arthrobacter_sp._ERGS1:01	0.00017
Arthrobacter_sp._QXT-31	0.00016
Arthrobacter_alpinus	0.00014
Arthrobacter_sp._YC-RL1	0.00013
Arthrobacter_sp._U41	0.00011
Arthrobacter_sp._DCT5	0.00011
Arthrobacter_sp._PAMC_25486	0.00009
Arthrobacter_sp._YN	0.00005
Arthrobacter_sp._PGP41	0.00005
Arthrobacter_sp._FB24	0.00005
Arthrobacter_sp._Rue61a	0.00005
Arthrobacter_sp._ATCC_21022	0.00013
Arthrobacter_sp._ZXY-2	0.00002
Rothia_mucilaginosa	0.00118
Rothia_dentocariosa	0.00013
Pseudarthrobacter_phenanthrenivorans	0.00070
Pseudarthrobacter_chlorophenolicus	0.00031
Pseudarthrobacter_sulfonivorans	0.00006
Pseudarthrobacter_equi	0.00006
Zhihengliuella_sp._ISTPL4	0.00032
Sinomonas_atrocyanea	0.00020
Auritidibacter_sp._NML130574	0.00013
Neomicrococcus_aestuarii	0.00012
Glutamicibacter_arilaitensis	0.00007
Psychromicrobium_lacuslunae	0.00003
Paenarthrobacter_aurescens	0.00003
Brachybacterium_saurashtrense	0.01224
Brachybacterium_sp._P6-10-X1	0.00707
Brachybacterium_faecium	0.00815
Brachybacterium_ginsengisoli	0.00718
Brachybacterium_sp._VM2412	0.00674
Brachybacterium_sp._VR2415	0.00576
Dermabacter_vaginalis	0.00061
Devriesea_agamarum	0.00023
Kytococcus_sedentarius	0.01818
Dermacoccus_nishinomiyaensis	0.01122
Luteipulveratus_mongoliensis	0.00011
Microbacterium_sp._PAMC_28756	0.00105
Microbacterium_chocolatum	0.00037
Microbacterium_aurum	0.00036
Microbacterium_paludicola	0.00030
Microbacterium_foliorum	0.00024
Microbacterium_sp._No._7	0.00023
Microbacterium_hominis	0.00019
Microbacterium_sp._BH-3-3-3	0.00019
Microbacterium_sp._TPU_3598	0.00017
Microbacterium_sp._XT11	0.00016
Microbacterium_paraoxydans	0.00039
Microbacterium_sp._str._'China'	0.00037
Microbacterium_sp._PM5	0.00011
Microbacterium_testaceum	0.00010
Microbacterium_pygmaeum	0.00008
Microbacterium_sp._1.5R	0.00009
Microbacterium_sp._LKL04	0.00003
Microbacterium_sp._CGR1	0.00003
Curtobacterium_sp._MR_MD2014	0.00058
Curtobacterium_pusillum	0.00018
Curtobacterium_sp._BH-2-1-1	0.00008
Clavibacter_michiganensis	0.00035
Leifsonia_xyli	0.00018
Leifsonia_sp._21MFCrub1.1	0.00010
Agromyces_aureus	0.00011
Agromyces_flavus	0.00010
Agromyces_sp._30A	0.00003
Cryobacterium_sp._LW097	0.00009
Cryobacterium_arcticum	0.00006
Cryobacterium_sp._GCJ02	0.00006
Frondihabitans_sp._762G35	0.00010
Frondihabitans_sp._PAMC_28766	0.00006
Microcella_alkaliphila	0.00016
Microterricola_viridarii	0.00014
Agrococcus_carbonis	0.00007
Agrococcus_jejuensis	0.00005
